,顾客编号,1月消费额,2月消费额,3月消费额,4月消费额,1月消费次数,2月消费次数,3月消费次数,4月消费次数
511,511,45.0,,,,5,,,
512,512,129.96,65.75,83.54,,14,14.0,12.0,
513,513,95.5,136.0,,,5,1.0,,
514,514,39.03,,,,6,,,
515,515,71.25,,222.63000000000002,,9,,24.0,
516,516,71.03,225.71,,,14,34.0,,
517,517,27.799999999999997,17.8,26.9,,3,2.0,1.0,
518,518,125.5,,,,6,,,
519,519,129.60000000000002,,77.4,,16,,12.0,
520,520,178.4,428.1,,,9,7.0,,
521,521,70.78,,,,10,,,
522,522,117.2,70.69999999999999,212.20000000000002,,7,3.0,14.0,
523,523,121.4,,,,14,,,
524,524,202.24,44.8,133.70000000000002,,25,3.0,12.0,
525,525,54.06999999999999,,27.76,,8,,3.0,
526,526,616.5999999999999,,,,30,,,
527,527,149.89999999999998,,43.4,13.239999999999998,16,,5.0,2.0
528,528,53.56,,,,8,,,
529,529,60.830000000000005,40.620000000000005,,,9,6.0,,
530,530,4.7,10.149999999999999,21.549999999999997,,2,2.0,2.0,
531,531,62.22999999999999,139.4,,,7,11.0,,
532,532,114.5,96.6,90.9,,14,10.0,7.0,
533,533,193.23999999999995,222.14000000000001,19.8,69.54,14,9.0,2.0,13.0
534,534,29.7,,,,6,,,
535,535,146.2,,,,3,,,
536,536,26.9,,,,1,,,
537,537,78.65,,38.08,,4,,10.0,
538,538,21.42,357.06000000000006,257.34999999999997,,3,13.0,18.0,
539,539,209.39999999999998,207.24,,,7,15.0,,
540,540,30.38,,,,2,,,
541,541,19.3,,,,1,,,
542,542,85.88,156.05,20.02,187.74000000000007,15,21.0,6.0,25.0
543,543,25.9,32.8,,,1,2.0,,
544,544,11.3,,,,1,,,
545,545,69.08,,,,7,,,
546,546,53.81,59.760000000000005,35.23,,4,12.0,3.0,
547,547,171.68,,225.43000000000006,356.13000000000005,24,,39.0,26.0
548,548,53.01,63.23999999999999,127.14000000000001,191.72000000000003,7,11.0,16.0,27.0
549,549,56.580000000000005,52.3,,,8,12.0,,
550,550,86.5,,,,2,,,
551,551,276.05000000000007,,131.7,83.62,35,,10.0,13.0
552,552,74.13,,,,7,,,
553,553,226.57999999999998,327.1499999999999,229.32000000000002,279.51,37,44.0,29.0,27.0
554,554,176.98000000000002,102.71999999999998,165.13000000000002,57.68000000000001,32,23.0,28.0,11.0
555,555,55.0,,,,2,,,
556,556,379.37,150.73,,,32,19.0,,
557,557,31.6,80.69999999999999,,,2,3.0,,
558,558,59.49,,,,10,,,
559,559,52.44,57.55,,,9,3.0,,
560,560,142.41999999999996,,,,21,,,
561,561,35.72,,,,7,,,
562,562,2.9,121.56000000000003,18.9,4.21,2,20.0,1.0,2.0
563,563,203.41000000000005,145.32999999999998,153.52,101.72,33,21.0,24.0,20.0
564,564,62.82999999999999,,75.9,,11,,2.0,
565,565,31.4,,,,6,,,
566,566,51.8,122.08000000000001,,,4,12.0,,
567,567,18.6,,,,1,,,
568,568,38.8,206.8,,,5,4.0,,
569,569,3.0,50.47999999999999,77.66000000000001,11.59,1,8.0,12.0,3.0
570,570,210.79999999999998,,,,6,,,
571,571,79.4,,,,4,,,
572,572,28.55,5.38,,,6,2.0,,
573,573,221.87,164.76,104.9,36.0,10,22.0,2.0,1.0
574,574,36.599999999999994,,,,8,,,
575,575,156.78000000000003,68.44,,,11,11.0,,
576,576,63.72,32.199999999999996,13.82,,10,7.0,3.0,
577,577,38.33,,,,3,,,
578,578,129.29000000000002,,27.94,58.17,9,,9.0,16.0
579,579,65.5,39.43,,,5,5.0,,
580,580,9.2,,,,2,,,
581,581,28.490000000000002,17.6,42.699999999999996,6.8,7,2.0,3.0,2.0
582,582,29.9,,,,1,,,
583,583,7.9,,,,1,,,
584,584,65.8,,,,8,,,
585,585,3.29,,,,1,,,
586,586,109.9,,,,1,,,
587,587,51.699999999999996,61.24,,,5,9.0,,
588,588,128.68,,156.94000000000003,,15,,11.0,
589,589,136.83000000000004,,,,14,,,
590,590,126.15,52.599999999999994,46.099999999999994,74.94000000000001,9,10.0,7.0,13.0
591,591,77.80000000000001,,80.58,105.31000000000003,15,,11.0,21.0
592,592,127.56000000000003,219.64000000000004,222.36,44.699999999999996,22,39.0,38.0,6.0
593,593,24.54,41.09,55.379999999999995,56.25,7,14.0,11.0,10.0
594,594,147.99,,,,24,,,
595,595,40.81000000000001,150.60000000000002,,,9,4.0,,
596,596,105.14,224.10999999999999,,,9,14.0,,
597,597,154.01000000000002,30.16,64.34,76.25000000000001,12,3.0,8.0,9.0
598,598,65.84,,,,8,,,
599,599,63.699999999999996,81.97999999999999,,,2,7.0,,
600,600,50.8,100.60000000000001,11.899999999999999,,5,15.0,3.0,
601,601,212.47,15.77,20.1,82.34,9,7.0,2.0,17.0
602,602,50.589999999999996,,,,9,,,
603,603,65.64,,,,5,,,
604,604,115.96000000000001,17.18,117.44000000000001,174.76,9,4.0,14.0,18.0
605,605,46.92,,,,7,,,
606,606,10.35,,,,4,,,
607,607,118.47999999999999,,,,8,,,
608,608,469.2,,89.80000000000001,,2,,5.0,
609,609,135.25,166.60999999999999,419.36,291.44,21,19.0,38.0,39.0
610,610,60.4,63.059999999999995,11.43,,5,7.0,7.0,
611,611,33.120000000000005,,,,5,,,
612,612,63.150000000000006,,,,4,,,
613,613,96.0,412.78,,,1,11.0,,
614,614,103.4,152.75,118.34,150.79000000000002,18,15.0,14.0,21.0
615,615,51.660000000000004,18.700000000000003,9.1,15.8,7,2.0,3.0,3.0
616,616,100.10000000000001,119.78,,,5,11.0,,
617,617,90.42000000000002,25.62,,,11,4.0,,
618,618,28.66,,,,2,,,
619,619,159.50000000000003,277.72,410.87,73.7,19,19.0,21.0,8.0
620,620,133.01,,85.52,,9,,12.0,
621,621,237.99000000000007,110.53,51.919999999999995,,36,14.0,7.0,
622,622,132.9,,,,16,,,
623,623,19.62,,41.099999999999994,10.57,4,,7.0,3.0
624,624,27.25,,37.34,,9,,8.0,
625,625,111.25,,62.489999999999995,,17,,12.0,
626,626,26.959999999999997,187.64999999999998,144.13,77.78,3,12.0,6.0,9.0
627,627,36.379999999999995,196.39000000000001,16.09,98.07000000000001,4,8.0,7.0,11.0
628,628,261.6,299.09999999999997,,,23,21.0,,
629,629,50.720000000000006,,291.1,,9,,12.0,
630,630,117.00000000000001,57.2,,,30,15.0,,
631,631,16.86,,,,3,,,
632,632,28.1,,,,3,,,
633,633,18.5,,,,4,,,
634,634,133.06,35.540000000000006,,,12,5.0,,
635,635,176.40000000000003,,,,12,,,
636,636,54.099999999999994,,149.39999999999998,131.21,5,,3.0,15.0
637,637,90.62000000000002,,68.05,103.86999999999999,18,,5.0,16.0
638,638,8.8,,,,3,,,
639,639,35.5,,,,5,,,
640,640,43.66,,56.260000000000005,30.299999999999997,6,,9.0,6.0
641,641,14.8,,,,2,,,
642,642,126.01000000000003,65.4,151.10000000000002,128.49,26,10.0,19.0,29.0
643,643,31.77,,,,6,,,
644,644,108.41,4.4399999999999995,76.63000000000001,173.19000000000003,14,2.0,18.0,25.0
645,645,7.199999999999999,95.29999999999998,,,2,5.0,,
646,646,27.6,113.73999999999998,29.14,62.10000000000001,2,12.0,5.0,5.0
647,647,94.22,31.899999999999995,,,11,5.0,,
648,648,27.759999999999998,,,,3,,,
649,649,14.01,,,,4,,,
650,650,17.35,,52.07,52.12,3,,11.0,6.0
651,651,31.520000000000003,70.53999999999999,188.54000000000002,,3,14.0,15.0,
652,652,24.3,,,,2,,,
653,653,18.9,,,,1,,,
654,654,9.9,477.5,,,1,5.0,,
655,655,22.9,,,,1,,,
656,656,118.05999999999999,,40.28,,7,,3.0,
657,657,11.97,,,,1,,,
658,658,246.77000000000004,16.4,75.53,128.53,25,2.0,9.0,21.0
659,659,64.32,,,,2,,,
660,660,108.37999999999998,290.28,,,4,17.0,,
661,661,32.06,83.92,9.81,63.64,5,13.0,3.0,12.0
662,662,171.59000000000003,,,,13,,,
663,663,16.69,,,,3,,,
664,664,19.5,,41.4,149.67000000000004,3,,4.0,15.0
665,665,98.6,58.8,,,6,1.0,,
666,666,109.25999999999999,432.1999999999999,240.56,159.29,15,52.0,14.0,17.0
667,667,144.70000000000002,,,,11,,,
668,668,48.25,9.959999999999999,45.71,,9,3.0,6.0,
669,669,188.82999999999998,,,,22,,,
670,670,209.46,37.6,,,14,2.0,,
671,671,31.9,15.600000000000001,,,3,2.0,,
672,672,100.09,,,,13,,,
673,673,117.16,,26.9,38.68,8,,2.0,4.0
674,674,148.8,,,,2,,,
675,675,89.13999999999999,277.96,,,10,36.0,,
676,676,76.68,9.7,30.950000000000003,61.080000000000005,15,3.0,7.0,10.0
677,677,274.02000000000004,355.57,5.3,30.680000000000003,19,19.0,1.0,7.0
678,678,72.35,,,,4,,,
679,679,14.49,,,,2,,,
680,680,39.699999999999996,61.699999999999996,,,3,10.0,,
681,681,82.08000000000001,7.68,,,14,2.0,,
682,682,162.87,48.45,484.55000000000007,35.21,10,10.0,31.0,4.0
683,683,30.549999999999997,6.8100000000000005,13.72,27.6,5,4.0,2.0,5.0
684,684,57.599999999999994,164.42000000000002,59.599999999999994,31.44,11,21.0,3.0,6.0
685,685,24.9,,,,2,,,
686,686,68.92,,,,6,,,
687,687,90.91000000000001,296.1,,,16,12.0,,
688,688,73.8,,,,2,,,
689,689,61.339999999999996,,53.519999999999996,155.27000000000004,9,,8.0,14.0
690,690,56.7,,,,3,,,
691,691,72.25000000000001,,,,9,,,
692,692,19.650000000000002,,,,3,,,
693,693,61.2,24.8,12.84,,3,3.0,1.0,
694,694,24.62,,,,6,,,
695,695,19.9,,,,1,,,
696,696,48.96,,,,13,,,
697,697,88.28999999999999,,78.5,45.5,8,,5.0,3.0
698,698,115.75999999999999,148.37,294.44,76.05999999999999,9,14.0,36.0,9.0
699,699,72.0,,,,1,,,
700,700,94.81,,,,4,,,
701,701,12.9,,34.8,,1,,1.0,
702,702,49.29,,,,7,,,
703,703,11.17,,,,1,,,
704,704,65.9,,14.600000000000001,46.33,2,,2.0,4.0
705,705,55.68,,,,1,,,
706,706,52.72,203.41000000000003,,,6,7.0,,
707,707,3.3,,,,1,,,
708,708,59.61000000000001,,,,8,,,
709,709,85.92,,,,9,,,
710,710,90.2,,,,9,,,
711,711,208.03,,,,16,,,
712,712,53.0,,,,7,,,
713,713,54.01,,,,13,,,
714,714,10.0,12.629999999999999,,,1,5.0,,
715,715,26.7,,,,6,,,
716,716,57.5,689.4499999999999,,,12,54.0,,
717,717,52.4,,,,2,,,
718,718,89.55000000000001,48.9,309.59,15.3,17,2.0,4.0,4.0
719,719,32.6,,,,6,,,
720,720,23.4,,,,3,,,
721,721,77.89000000000001,,,,13,,,
722,722,66.81,34.910000000000004,19.13,,15,10.0,5.0,
723,723,81.27000000000001,,,,11,,,
724,724,100.94,,,,6,,,
725,725,24.32,,,,4,,,
726,726,41.9,309.1200000000001,,,2,40.0,,
727,727,45.849999999999994,,,,7,,,
728,728,28.9,,,,2,,,
729,729,104.60000000000001,284.53,31.700000000000003,153.2,18,26.0,6.0,17.0
730,730,174.70000000000005,,274.59000000000003,398.07,12,,20.0,40.0
731,731,7.01,41.03999999999999,30.010000000000005,33.75,2,18.0,7.0,9.0
732,732,162.24000000000004,34.57000000000001,55.16999999999999,253.03,29,8.0,11.0,29.0
733,733,94.64000000000001,103.91000000000001,107.38000000000001,154.46,12,16.0,10.0,20.0
734,734,21.79,,,,11,,,
735,735,51.239999999999995,,,,5,,,
736,736,88.64999999999999,36.7,81.97,47.0,7,2.0,9.0,1.0
737,737,113.78999999999999,,,,7,,,
738,738,46.61,27.0,16.0,,5,2.0,1.0,
739,739,25.8,308.43,,,3,14.0,,
740,740,6.0,79.81,21.43,95.32,1,8.0,5.0,12.0
741,741,54.41,41.09,,,4,8.0,,
742,742,53.03,,,,7,,,
743,743,56.4,18.9,,,5,2.0,,
744,744,21.77,,,,6,,,
745,745,232.8,111.72999999999999,,,22,5.0,,
746,746,677.3199999999999,,,,19,,,
747,747,118.9,,,,8,,,
748,748,33.8,128.8,,,4,4.0,,
749,749,118.47999999999999,,,,18,,,
750,750,176.39,67.46999999999998,,,21,9.0,,
751,751,45.120000000000005,,,,5,,,
752,752,117.54,208.06,177.1,119.89000000000003,6,17.0,11.0,16.0
753,753,35.79,20.23,,,6,3.0,,
754,754,73.01,19.86,,,15,4.0,,
755,755,53.949999999999996,,65.03999999999999,42.599999999999994,10,,4.0,7.0
756,756,131.67000000000002,,,,8,,,
757,757,38.95,31.62,41.32000000000001,,6,10.0,9.0,
758,758,291.0400000000001,308.23999999999995,284.2700000000001,162.38000000000002,45,42.0,43.0,20.0
759,759,35.1,,,,4,,,
760,760,23.83,,,,4,,,
761,761,14.549999999999999,51.900000000000006,321.93,66.30000000000001,7,9.0,21.0,6.0
762,762,8.78,,,,5,,,
763,763,125.55000000000001,227.77000000000004,225.38999999999996,195.43,12,30.0,28.0,25.0
764,764,50.099999999999994,,,,7,,,
765,765,33.18,,,,4,,,
766,766,39.45,,68.46000000000001,179.0,6,,12.0,25.0
767,767,18.64,,,,5,,,
768,768,40.01,,,,9,,,
769,769,40.19,55.449999999999996,199.65000000000006,100.32000000000002,8,13.0,25.0,17.0
770,770,88.9,48.699999999999996,173.72,149.3,2,3.0,11.0,8.0
771,771,17.43,,,,6,,,
772,772,41.98,,,,11,,,
773,773,13.0,69.7,19.1,11.74,2,8.0,3.0,3.0
774,774,218.9,107.49999999999999,,,3,7.0,,
775,775,15.6,,,,2,,,
776,776,16.990000000000002,,,,2,,,
777,777,38.82,,8.9,24.62,3,,1.0,4.0
778,778,11.0,,,,2,,,
779,779,58.459999999999994,,35.9,9.49,6,,3.0,2.0
780,780,95.45,16.9,167.0,29.240000000000002,8,1.0,14.0,5.0
781,781,25.159999999999997,,,,6,,,
782,782,32.92,631.1999999999999,137.27,59.209999999999994,3,5.0,14.0,5.0
783,783,63.64999999999999,46.95,251.31000000000006,270.74,18,5.0,35.0,31.0
784,784,42.4,,,,4,,,
785,785,168.38,63.550000000000004,45.489999999999995,39.99999999999999,15,15.0,6.0,7.0
786,786,43.08,82.86000000000001,,,3,5.0,,
787,787,138.43,121.95,141.52,64.8,10,6.0,12.0,3.0
788,788,80.92000000000002,,,,13,,,
789,789,110.38999999999999,,102.4,,6,,4.0,
790,790,103.13,,,,16,,,
791,791,205.89000000000001,,54.0,180.55000000000004,16,,6.0,20.0
792,792,61.46999999999999,189.07999999999998,195.24,34.8,7,7.0,8.0,1.0
793,793,26.300000000000004,,,,3,,,
794,794,82.57,,,,4,,,
795,795,52.37,10.7,6.7,,9,3.0,1.0,
796,796,206.50000000000003,613.4699999999996,133.2,163.96000000000004,17,59.0,3.0,22.0
797,797,47.99999999999999,,,,7,,,
798,798,2.96,,,,1,,,
799,799,45.92,,,,6,,,
800,800,44.38999999999999,18.9,,,7,1.0,,
801,801,43.28,,44.11,,10,,4.0,
802,802,26.5,,,,4,,,
803,803,84.10000000000001,430.45999999999987,39.54,187.36999999999998,11,32.0,6.0,10.0
804,804,131.47,,146.98000000000008,63.51,25,,25.0,7.0
805,805,47.08,139.65000000000003,57.28,114.64,9,22.0,5.0,16.0
806,806,25.1,,,,5,,,
807,807,36.220000000000006,,,,11,,,
808,808,19.34,,36.14,48.459999999999994,3,,4.0,10.0
809,809,103.11999999999999,58.92999999999999,,,13,8.0,,
810,810,77.3,,,,6,,,
811,811,37.95,87.84,74.08000000000001,17.990000000000002,5,11.0,12.0,3.0
812,812,41.4,98.89,,,9,12.0,,
813,813,6.74,,,,1,,,
814,814,13.41,226.24,,,4,27.0,,
815,815,10.4,,,,3,,,
816,816,119.31,52.18000000000001,,,4,8.0,,
817,817,68.85,,,,2,,,
818,818,30.419999999999998,67.38,,,9,13.0,,
819,819,26.7,270.25,160.19,276.47,4,24.0,16.0,21.0
820,820,20.8,,11.97,,4,,1.0,
821,821,23.68,,,,3,,,
822,822,19.68,,,,3,,,
823,823,113.84,,,,11,,,
824,824,102.64,,29.8,,12,,2.0,
825,825,119.72,,,,8,,,
826,826,46.25,3.9,,,5,1.0,,
827,827,166.85000000000005,,83.43,,21,,16.0,
828,828,5.9,,,,2,,,
829,829,11.1,,,,2,,,
830,830,23.0,,,,2,,,
831,831,115.52000000000002,,,,18,,,
832,832,154.68000000000004,,,,22,,,
833,833,137.9,154.12,16.86,53.9,10,9.0,2.0,2.0
834,834,436.9299999999999,449.29999999999995,473.93999999999977,52.64999999999999,29,48.0,51.0,7.0
835,835,51.4,92.24999999999999,202.69000000000005,107.51,13,19.0,38.0,20.0
836,836,103.06000000000003,315.86,,,17,25.0,,
837,837,230.04000000000002,,,,12,,,
838,838,29.409999999999997,,53.78,,6,,5.0,
839,839,558.4399999999997,28.2,132.81,,32,3.0,3.0,
840,840,61.13,,,,7,,,
841,841,930.3500000000003,,,,28,,,
842,842,34.5,203.95000000000002,74.53999999999999,316.46999999999997,6,23.0,3.0,25.0
843,843,97.04,,167.8,122.16000000000001,20,,25.0,20.0
844,844,45.650000000000006,,,,7,,,
845,845,54.980000000000004,57.12999999999999,398.90000000000003,13.58,14,9.0,21.0,4.0
846,846,36.9,93.6,45.6,85.3,1,6.0,3.0,7.0
847,847,329.99,166.42000000000004,194.22,264.32,25,23.0,18.0,29.0
848,848,23.61,,,,5,,,
849,849,92.69999999999999,276.71999999999997,180.72000000000003,24.9,2,18.0,13.0,1.0
850,850,18.75,,,,3,,,
851,851,59.12,,23.79,34.75,13,,8.0,6.0
852,852,53.599999999999994,,,,2,,,
853,853,82.75,78.02,260.81,64.47999999999999,7,11.0,21.0,9.0
854,854,31.9,20.3,,,3,2.0,,
855,855,53.3,,,,5,,,
856,856,27.02,,,,9,,,
857,857,74.74,237.5,48.16,44.19,13,7.0,10.0,8.0
858,858,77.2,,49.68999999999999,,12,,13.0,
859,859,131.39000000000001,27.37,,,17,3.0,,
860,860,18.0,138.35000000000002,,,3,15.0,,
861,861,153.35,,,,17,,,
862,862,26.22,100.27000000000002,64.46,,4,14.0,15.0,
863,863,36.6,60.49999999999999,,,4,5.0,,
864,864,26.6,,,,4,,,
865,865,72.36000000000001,122.17000000000003,,,10,12.0,,
866,866,94.02000000000001,440.55000000000007,110.64999999999999,162.62,4,17.0,9.0,22.0
867,867,102.69999999999999,,,,7,,,
868,868,275.32,,,,13,,,
869,869,29.6,,,,4,,,
870,870,13.6,,,,2,,,
871,871,64.10000000000001,77.11,463.7500000000001,250.89000000000001,3,11.0,16.0,20.0
872,872,27.83,,,,5,,,
873,873,49.9,,12.09,,1,,2.0,
874,874,11.19,,144.81,90.03999999999999,1,,8.0,10.0
875,875,76.19999999999999,,,,6,,,
876,876,95.48,,,,11,,,
877,877,16.89,,179.48000000000002,124.05999999999999,5,,11.0,26.0
878,878,102.73,,35.53999999999999,28.33,14,,9.0,6.0
879,879,82.11,40.47,,,9,2.0,,
880,880,50.300000000000004,7.0,,,5,2.0,,
881,881,99.63000000000001,12.620000000000001,5.5,29.869999999999997,9,2.0,3.0,7.0
882,882,20.94,,,,7,,,
883,883,148.53,,,,12,,,
884,884,58.41,,,,6,,,
885,885,38.28,,25.380000000000003,,4,,5.0,
886,886,7.98,7.49,11.899999999999999,28.06,1,2.0,3.0,6.0
887,887,58.8,153.14000000000001,115.18,,1,20.0,9.0,
888,888,31.199999999999996,,,,3,,,
889,889,76.0,349.2,77.55,,1,7.0,2.0,
890,890,21.200000000000003,,,,2,,,
891,891,15.629999999999999,,52.51,,4,,8.0,
892,892,148.67000000000002,,,,13,,,
893,893,38.96,24.64,14.8,,5,8.0,2.0,
894,894,28.04,32.3,,,6,3.0,,
895,895,5.0600000000000005,,,,2,,,
896,896,227.65999999999997,,,,19,,,
897,897,118.84000000000002,,76.38,,19,,14.0,
898,898,28.46,,52.38999999999999,,4,,6.0,
899,899,23.3,,,,1,,,
900,900,188.78,39.8,36.01,,15,4.0,7.0,
901,901,24.57,,19.68,,4,,4.0,
902,902,12.83,13.52,27.950000000000003,,5,5.0,4.0,
903,903,56.9,29.550000000000004,,,8,7.0,,
904,904,25.639999999999997,,,,7,,,
905,905,396.81,,,,9,,,
906,906,17.8,,120.58999999999999,,2,,15.0,
907,907,11.8,28.42,,,4,7.0,,
908,908,50.0,,,,2,,,
909,909,96.0,67.7,,,7,6.0,,
910,910,41.1,,148.8,32.43,6,,13.0,4.0
911,911,140.5,352.99,,,12,40.0,,
912,912,20.5,,,,6,,,
913,913,197.02000000000004,292.83000000000004,68.10000000000001,154.02000000000004,19,40.0,14.0,16.0
914,914,105.61000000000001,,86.21000000000001,,8,,17.0,
915,915,130.10000000000002,,38.279999999999994,33.9,4,,5.0,4.0
916,916,23.259999999999998,102.09000000000002,77.55000000000001,310.98,4,12.0,13.0,19.0
917,917,70.66,19.6,44.3,,5,3.0,3.0,
918,918,19.46,,,,5,,,
919,919,74.6,,,,5,,,
920,920,34.9,,,,4,,,
921,921,54.800000000000004,,47.9,,7,,2.0,
922,922,120.62000000000002,,,,18,,,
923,923,70.39999999999999,,,,7,,,
924,924,86.10000000000001,164.9,100.60000000000001,,11,12.0,7.0,
925,925,162.73,1070.5700000000004,128.76,140.99,22,38.0,17.0,13.0
926,926,83.47999999999999,,,,3,,,
927,927,88.80000000000001,,,,18,,,
928,928,188.0,192.8,,,4,3.0,,
929,929,79.84,,,,12,,,
930,930,22.39,,,,4,,,
931,931,30.42,98.0,,,7,2.0,,
932,932,49.69,,0.48,,2,,1.0,
933,933,39.82,73.03999999999999,74.88,,7,10.0,7.0,
934,934,74.48,,109.17999999999999,,12,,11.0,
935,935,180.00000000000003,,,,17,,,
936,936,140.03000000000003,96.31,170.55000000000007,112.27,41,16.0,28.0,22.0
937,937,25.1,,,,4,,,
938,938,28.080000000000002,,,,8,,,
939,939,20.310000000000006,,,,6,,,
940,940,51.26,,,,8,,,
941,941,88.3,78.44,,,2,4.0,,
942,942,118.25999999999999,,,,3,,,
943,943,28.62,,,,3,,,
944,944,95.20000000000002,,,,13,,,
945,945,34.370000000000005,,,,5,,,
946,946,36.77,,,,1,,,
947,947,105.45,,,,13,,,
948,948,68.94,,,,7,,,
949,949,30.5,,,,3,,,
950,950,93.06,268.00000000000006,70.86,7.8100000000000005,10,24.0,9.0,3.0
951,951,81.46000000000001,,,,7,,,
952,952,70.31,39.9,,,4,1.0,,
953,953,51.2,58.89999999999999,27.9,,4,9.0,2.0,
954,954,64.15,,74.61999999999999,53.580000000000005,3,,8.0,10.0
955,955,43.34,,,,4,,,
956,956,3.03,263.2,8.39,146.35000000000002,1,9.0,5.0,14.0
957,957,69.44,,,,9,,,
958,958,122.76,,,,1,,,
959,959,128.26,41.01,7.8,,10,5.0,2.0,
960,960,23.2,,,,4,,,
961,961,8.7,,,,2,,,
962,962,198.18,411.3699999999999,127.89999999999999,,19,37.0,8.0,
963,963,75.7,183.93,85.7,521.9,9,28.0,5.0,27.0
964,964,14.9,,71.25999999999999,,2,,7.0,
965,965,182.14000000000001,,,,17,,,
966,966,80.4,,,,8,,,
967,967,38.900000000000006,,,,10,,,
968,968,87.11000000000001,69.58999999999999,137.97000000000003,352.27000000000004,10,13.0,17.0,33.0
969,969,15.25,303.33000000000004,73.04,208.5,3,27.0,3.0,2.0
970,970,158.24000000000004,,,,18,,,
971,971,132.26000000000002,,28.6,92.32000000000001,19,,2.0,20.0
972,972,90.02,,,,4,,,
973,973,28.0,,81.56,109.0,4,,10.0,16.0
974,974,33.61,,,,2,,,
975,975,61.9,178.6,,,4,14.0,,
976,976,95.37,17.85,187.88,77.74,14,2.0,27.0,9.0
977,977,13.079999999999998,26.7,,,3,3.0,,
978,978,26.79,36.76,19.6,84.33,3,9.0,6.0,7.0
979,979,24.48,,,,2,,,
980,980,61.339999999999996,,185.99000000000004,,2,,16.0,
981,981,26.15,,,,1,,,
982,982,41.99,,109.4,,2,,3.0,
983,983,72.6,170.03000000000003,,,2,16.0,,
984,984,24.24,,,,5,,,
985,985,308.3,,,,2,,,
986,986,1856.8100000000015,,754.43,,44,,14.0,
987,987,74.83,,,,13,,,
988,988,40.19,,25.74,76.85000000000001,11,,3.0,9.0
989,989,45.55,,,,3,,,
990,990,53.74,,,,11,,,
991,991,79.78,131.65,,,18,3.0,,
992,992,14.9,,,,5,,,
993,993,53.04,59.0,,,8,2.0,,
994,994,32.06,8.47,,,4,2.0,,
995,995,72.16,,,,6,,,
996,996,23.61,7.950000000000001,7.9,25.74,3,4.0,1.0,6.0
997,997,33.06,92.13000000000001,,,6,5.0,,
998,998,109.50999999999999,,,,14,,,
999,999,95.90000000000003,226.07000000000002,92.97999999999999,121.4,15,30.0,15.0,16.0
1000,1000,111.44,,,,6,,,
1001,1001,26.5,16.5,,,5,3.0,,
1002,1002,124.5,,,,4,,,
1003,1003,59.9,162.38000000000002,,,3,13.0,,
1004,1004,13.0,,16.400000000000002,40.400000000000006,2,,3.0,6.0
1005,1005,92.24,,,,2,,,
1006,1006,20.3,,,,1,,,
1007,1007,162.09999999999997,130.15000000000003,,,12,14.0,,
1008,1008,8.9,29.299999999999997,145.13999999999996,55.18,1,3.0,21.0,4.0
1009,1009,19.9,,22.2,,1,,3.0,
1010,1010,18.8,220.63,,,1,13.0,,
1011,1011,36.58,25.5,50.61000000000001,134.85000000000002,9,7.0,8.0,22.0
1012,1012,29.969999999999995,,,,6,,,
1013,1013,151.47000000000003,,33.2,,17,,7.0,
1014,1014,54.9,,,,6,,,
1015,1015,88.19999999999999,,,,3,,,
1016,1016,135.8,,70.74,,4,,5.0,
1017,1017,31.130000000000003,,,,6,,,
1018,1018,33.160000000000004,43.4,98.0,173.25000000000003,3,5.0,2.0,22.0
1019,1019,70.71,,,,14,,,
1020,1020,36.5,51.32999999999999,,,5,6.0,,
1021,1021,74.32,,,,4,,,
1022,1022,46.3,,,,2,,,
1023,1023,20.200000000000003,,,,2,,,
1024,1024,155.34999999999997,14.05,18.310000000000002,126.91,18,3.0,5.0,22.0
1025,1025,31.79,,,,2,,,
1026,1026,235.6,239.29999999999998,,,4,9.0,,
1027,1027,14.9,,,,1,,,
1028,1028,44.9,,37.49999999999999,29.89,1,,3.0,4.0
1029,1029,92.69999999999999,,,,2,,,
1030,1030,27.2,74.16000000000001,,,2,11.0,,
1031,1031,1.0,48.9,32.1,40.709999999999994,1,2.0,3.0,4.0
1032,1032,58.8,,,,1,,,
1033,1033,95.30000000000001,,,,13,,,
1034,1034,31.310000000000002,,,,3,,,
1035,1035,20.94,204.29999999999998,,,5,6.0,,
1036,1036,97.03999999999999,161.57,,,10,11.0,,
1037,1037,57.4,,62.9,69.0,6,,8.0,9.0
1038,1038,10.94,,,,6,,,
1039,1039,153.20000000000002,,,,3,,,
1040,1040,91.30000000000001,,,,16,,,
1041,1041,21.939999999999998,29.179999999999996,139.71,54.900000000000006,2,8.0,16.0,8.0
1042,1042,172.8,80.2,48.800000000000004,,4,9.0,5.0,
1043,1043,195.18000000000004,23.58,,,14,1.0,,
1044,1044,291.59000000000003,,,,6,,,
1045,1045,21.46,,,,4,,,
1046,1046,34.3,77.56,19.9,57.04,3,4.0,3.0,3.0
1047,1047,27.4,43.989999999999995,,,5,3.0,,
1048,1048,98.4,,,,2,,,
1049,1049,43.6,182.13,,,5,5.0,,
1050,1050,63.400000000000006,,,,6,,,
1051,1051,128.99,16.34,,,4,2.0,,
1052,1052,22.06,,,,5,,,
1053,1053,152.49,14.0,,,9,1.0,,
1054,1054,30.9,,40.6,153.25999999999996,3,,5.0,12.0
1055,1055,139.0,138.3,,,18,2.0,,
1056,1056,29.7,58.769999999999996,20.660000000000004,,2,7.0,3.0,
1057,1057,21.959999999999997,,,,3,,,
1058,1058,79.46,,48.0,141.07,8,,1.0,13.0
